seconds,timecode,file,reason,diff
0.000,00:00:00,00-00-00_changed.jpg,changed,1.0000
10.000,00:00:10,00-00-10_changed.jpg,changed,0.5173
20.000,00:00:20,00-00-20_changed.jpg,changed,0.5019
30.000,00:00:30,00-00-30_changed.jpg,changed,0.3898
110.000,00:01:50,00-01-50_changed.jpg,changed,0.2206
180.000,00:03:00,00-03-00_changed.jpg,changed,0.2172
200.000,00:03:20,00-03-20_changed.jpg,changed,0.2180
230.000,00:03:50,00-03-50_changed.jpg,changed,0.2096
250.000,00:04:10,00-04-10_changed.jpg,changed,0.1403
290.000,00:04:50,00-04-50_changed.jpg,changed,0.1418
390.000,00:06:30,00-06-30_changed.jpg,changed,0.2253
500.000,00:08:20,00-08-20_changed.jpg,changed,0.2229
620.000,00:10:20,00-10-20_periodic.jpg,periodic,0.0157
640.000,00:10:40,00-10-40_changed.jpg,changed,0.1591
680.000,00:11:20,00-11-20_changed.jpg,changed,0.1438
750.000,00:12:30,00-12-30_changed.jpg,changed,0.0992
770.000,00:12:50,00-12-50_changed.jpg,changed,0.3489
890.000,00:14:50,00-14-50_periodic.jpg,periodic,0.0234
1010.000,00:16:50,00-16-50_periodic.jpg,periodic,0.0231
1130.000,00:18:50,00-18-50_periodic.jpg,periodic,0.0203
1180.000,00:19:40,00-19-40_changed.jpg,changed,0.1556
1210.000,00:20:10,00-20-10_changed.jpg,changed,0.1107
1330.000,00:22:10,00-22-10_periodic.jpg,periodic,0.0213
1410.000,00:23:30,00-23-30_changed.jpg,changed,0.0983
1530.000,00:25:30,00-25-30_periodic.jpg,periodic,0.0708
1650.000,00:27:30,00-27-30_periodic.jpg,periodic,0.0222
1770.000,00:29:30,00-29-30_periodic.jpg,periodic,0.0150
1850.000,00:30:50,00-30-50_changed.jpg,changed,0.1233
1860.000,00:31:00,00-31-00_changed.jpg,changed,0.1096
1980.000,00:33:00,00-33-00_periodic.jpg,periodic,0.0236
2100.000,00:35:00,00-35-00_periodic.jpg,periodic,0.0207
2220.000,00:37:00,00-37-00_periodic.jpg,periodic,0.0211
2340.000,00:39:00,00-39-00_periodic.jpg,periodic,0.0218
2460.000,00:41:00,00-41-00_periodic.jpg,periodic,0.0133
2580.000,00:43:00,00-43-00_periodic.jpg,periodic,0.0552
2700.000,00:45:00,00-45-00_periodic.jpg,periodic,0.0328
2820.000,00:47:00,00-47-00_periodic.jpg,periodic,0.0170
2940.000,00:49:00,00-49-00_periodic.jpg,periodic,0.0537
3060.000,00:51:00,00-51-00_periodic.jpg,periodic,0.0289
3130.000,00:52:10,00-52-10_changed.jpg,changed,0.0949
3150.000,00:52:30,00-52-30_changed.jpg,changed,0.0890
3270.000,00:54:30,00-54-30_periodic.jpg,periodic,0.0274
3390.000,00:56:30,00-56-30_periodic.jpg,periodic,0.0040
3440.000,00:57:20,00-57-20_changed.jpg,changed,0.1466
3560.000,00:59:20,00-59-20_periodic.jpg,periodic,0.0276
3680.000,01:01:20,01-01-20_changed.jpg,changed,0.1229
3800.000,01:03:20,01-03-20_changed.jpg,changed,0.1215
3920.000,01:05:20,01-05-20_changed.jpg,changed,0.1372
4040.000,01:07:20,01-07-20_periodic.jpg,periodic,0.0218
4160.000,01:09:20,01-09-20_periodic.jpg,periodic,0.0039
4280.000,01:11:20,01-11-20_changed.jpg,changed,0.0839
4400.000,01:13:20,01-13-20_periodic.jpg,periodic,0.0022
4520.000,01:15:20,01-15-20_periodic.jpg,periodic,0.0040
4640.000,01:17:20,01-17-20_periodic.jpg,periodic,0.0079
4740.000,01:19:00,01-19-00_changed.jpg,changed,0.0847
4860.000,01:21:00,01-21-00_periodic.jpg,periodic,0.0076
4910.000,01:21:50,01-21-50_changed.jpg,changed,0.0797
4980.000,01:23:00,01-23-00_changed.jpg,changed,0.3913
5000.000,01:23:20,01-23-20_changed.jpg,changed,0.1886
5050.000,01:24:10,01-24-10_changed.jpg,changed,0.1872
5060.000,01:24:20,01-24-20_changed.jpg,changed,0.1996
5090.000,01:24:50,01-24-50_changed.jpg,changed,0.2134
5120.000,01:25:20,01-25-20_changed.jpg,changed,0.1892
5130.000,01:25:30,01-25-30_changed.jpg,changed,0.1699
5140.000,01:25:40,01-25-40_changed.jpg,changed,0.0819
5260.000,01:27:40,01-27-40_periodic.jpg,periodic,0.0168
5380.000,01:29:40,01-29-40_periodic.jpg,periodic,0.0460
5500.000,01:31:40,01-31-40_periodic.jpg,periodic,0.0005
5620.000,01:33:40,01-33-40_periodic.jpg,periodic,0.0005
