seconds,timecode,file,reason,diff
0.000,00:00:00,00-00-00_changed.jpg,changed,1.0000
10.000,00:00:10,00-00-10_changed.jpg,changed,0.3411
120.000,00:02:00,00-02-00_changed.jpg,changed,0.1039
130.000,00:02:10,00-02-10_changed.jpg,changed,0.3515
210.000,00:03:30,00-03-30_changed.jpg,changed,0.1264
330.000,00:05:30,00-05-30_periodic.jpg,periodic,0.0078
450.000,00:07:30,00-07-30_periodic.jpg,periodic,0.0008
540.000,00:09:00,00-09-00_changed.jpg,changed,0.0980
550.000,00:09:10,00-09-10_changed.jpg,changed,0.0768
670.000,00:11:10,00-11-10_changed.jpg,changed,0.0829
790.000,00:13:10,00-13-10_changed.jpg,changed,0.0887
830.000,00:13:50,00-13-50_changed.jpg,changed,0.0894
950.000,00:15:50,00-15-50_periodic.jpg,periodic,0.0023
1040.000,00:17:20,00-17-20_changed.jpg,changed,0.0924
1160.000,00:19:20,00-19-20_periodic.jpg,periodic,0.0346
1280.000,00:21:20,00-21-20_periodic.jpg,periodic,0.0311
1400.000,00:23:20,00-23-20_periodic.jpg,periodic,0.0291
1520.000,00:25:20,00-25-20_periodic.jpg,periodic,0.0692
1640.000,00:27:20,00-27-20_periodic.jpg,periodic,0.0264
1750.000,00:29:10,00-29-10_changed.jpg,changed,0.1292
1770.000,00:29:30,00-29-30_changed.jpg,changed,0.0946
1890.000,00:31:30,00-31-30_periodic.jpg,periodic,0.0247
2010.000,00:33:30,00-33-30_periodic.jpg,periodic,0.0559
2130.000,00:35:30,00-35-30_periodic.jpg,periodic,0.0005
2250.000,00:37:30,00-37-30_periodic.jpg,periodic,0.0639
2370.000,00:39:30,00-39-30_periodic.jpg,periodic,0.0193
2490.000,00:41:30,00-41-30_periodic.jpg,periodic,0.0018
2610.000,00:43:30,00-43-30_periodic.jpg,periodic,0.0442
2730.000,00:45:30,00-45-30_periodic.jpg,periodic,0.0126
2850.000,00:47:30,00-47-30_periodic.jpg,periodic,0.0107
2970.000,00:49:30,00-49-30_periodic.jpg,periodic,0.0098
3090.000,00:51:30,00-51-30_periodic.jpg,periodic,0.0082
3210.000,00:53:30,00-53-30_periodic.jpg,periodic,0.0073
3330.000,00:55:30,00-55-30_periodic.jpg,periodic,0.0004
3450.000,00:57:30,00-57-30_periodic.jpg,periodic,0.0007
3550.000,00:59:10,00-59-10_changed.jpg,changed,0.0760
3570.000,00:59:30,00-59-30_changed.jpg,changed,0.0760
3690.000,01:01:30,01-01-30_periodic.jpg,periodic,0.0006
3810.000,01:03:30,01-03-30_periodic.jpg,periodic,0.0008
3930.000,01:05:30,01-05-30_periodic.jpg,periodic,0.0009
4050.000,01:07:30,01-07-30_periodic.jpg,periodic,0.0123
4170.000,01:09:30,01-09-30_periodic.jpg,periodic,0.0095
4290.000,01:11:30,01-11-30_periodic.jpg,periodic,0.0021
4410.000,01:13:30,01-13-30_periodic.jpg,periodic,0.0628
4530.000,01:15:30,01-15-30_periodic.jpg,periodic,0.0502
4650.000,01:17:30,01-17-30_periodic.jpg,periodic,0.0071
4770.000,01:19:30,01-19-30_periodic.jpg,periodic,0.0058
4890.000,01:21:30,01-21-30_changed.jpg,changed,0.0875
4910.000,01:21:50,01-21-50_changed.jpg,changed,0.0870
5030.000,01:23:50,01-23-50_periodic.jpg,periodic,0.0035
5150.000,01:25:50,01-25-50_periodic.jpg,periodic,0.0097
5270.000,01:27:50,01-27-50_changed.jpg,changed,0.0863
5390.000,01:29:50,01-29-50_periodic.jpg,periodic,0.0706
5510.000,01:31:50,01-31-50_periodic.jpg,periodic,0.0530
5630.000,01:33:50,01-33-50_periodic.jpg,periodic,0.0570
5750.000,01:35:50,01-35-50_periodic.jpg,periodic,0.0057
5870.000,01:37:50,01-37-50_periodic.jpg,periodic,0.0013
5990.000,01:39:50,01-39-50_periodic.jpg,periodic,0.0138
6110.000,01:41:50,01-41-50_periodic.jpg,periodic,0.0091
6230.000,01:43:50,01-43-50_periodic.jpg,periodic,0.0095
6350.000,01:45:50,01-45-50_periodic.jpg,periodic,0.0085
