seconds,timecode,file,reason,diff
0.000,00:00:00,00-00-00_changed.jpg,changed,1.0000
15.000,00:00:15,00-00-15_changed.jpg,changed,0.3043
30.000,00:00:30,00-00-30_changed.jpg,changed,0.3103
45.000,00:00:45,00-00-45_changed.jpg,changed,0.3866
60.000,00:01:00,00-01-00_changed.jpg,changed,0.2576
75.000,00:01:15,00-01-15_changed.jpg,changed,0.1464
105.000,00:01:45,00-01-45_changed.jpg,changed,0.2035
120.000,00:02:00,00-02-00_changed.jpg,changed,0.1073
135.000,00:02:15,00-02-15_changed.jpg,changed,0.1477
150.000,00:02:30,00-02-30_changed.jpg,changed,0.3165
225.000,00:03:45,00-03-45_changed.jpg,changed,0.0970
390.000,00:06:30,00-06-30_changed.jpg,changed,0.0880
570.000,00:09:30,00-09-30_periodic.jpg,periodic,0.0531
645.000,00:10:45,00-10-45_changed.jpg,changed,0.2932
660.000,00:11:00,00-11-00_changed.jpg,changed,0.2943
690.000,00:11:30,00-11-30_changed.jpg,changed,0.1494
705.000,00:11:45,00-11-45_changed.jpg,changed,0.2749
720.000,00:12:00,00-12-00_changed.jpg,changed,0.2713
810.000,00:13:30,00-13-30_changed.jpg,changed,0.4947
825.000,00:13:45,00-13-45_changed.jpg,changed,0.4858
870.000,00:14:30,00-14-30_changed.jpg,changed,0.0753
975.000,00:16:15,00-16-15_changed.jpg,changed,0.0779
1125.000,00:18:45,00-18-45_changed.jpg,changed,0.0827
1185.000,00:19:45,00-19-45_changed.jpg,changed,0.0782
1320.000,00:22:00,00-22-00_changed.jpg,changed,0.0948
1425.000,00:23:45,00-23-45_changed.jpg,changed,0.0855
1455.000,00:24:15,00-24-15_changed.jpg,changed,0.0918
1470.000,00:24:30,00-24-30_changed.jpg,changed,0.0768
1650.000,00:27:30,00-27-30_periodic.jpg,periodic,0.0702
1725.000,00:28:45,00-28-45_changed.jpg,changed,0.1993
1815.000,00:30:15,00-30-15_changed.jpg,changed,0.2004
1845.000,00:30:45,00-30-45_changed.jpg,changed,0.0813
1950.000,00:32:30,00-32-30_changed.jpg,changed,0.0768
2130.000,00:35:30,00-35-30_periodic.jpg,periodic,0.0029
2265.000,00:37:45,00-37-45_changed.jpg,changed,0.0862
2295.000,00:38:15,00-38-15_changed.jpg,changed,0.0752
2310.000,00:38:30,00-38-30_changed.jpg,changed,0.1640
2325.000,00:38:45,00-38-45_changed.jpg,changed,0.1031
2370.000,00:39:30,00-39-30_changed.jpg,changed,0.0840
2550.000,00:42:30,00-42-30_changed.jpg,changed,0.0898
2640.000,00:44:00,00-44-00_changed.jpg,changed,0.0807
2685.000,00:44:45,00-44-45_changed.jpg,changed,0.0903
2865.000,00:47:45,00-47-45_changed.jpg,changed,0.0821
3045.000,00:50:45,00-50-45_periodic.jpg,periodic,0.0717
3075.000,00:51:15,00-51-15_changed.jpg,changed,0.0866
3090.000,00:51:30,00-51-30_changed.jpg,changed,0.0926
3270.000,00:54:30,00-54-30_periodic.jpg,periodic,0.0617
3315.000,00:55:15,00-55-15_changed.jpg,changed,0.2413
3345.000,00:55:45,00-55-45_changed.jpg,changed,0.1847
3360.000,00:56:00,00-56-00_changed.jpg,changed,0.2214
3375.000,00:56:15,00-56-15_changed.jpg,changed,0.2279
3495.000,00:58:15,00-58-15_changed.jpg,changed,0.0955
3540.000,00:59:00,00-59-00_changed.jpg,changed,0.0999
3585.000,00:59:45,00-59-45_changed.jpg,changed,0.0833
3660.000,01:01:00,01-01-00_changed.jpg,changed,0.0845
3840.000,01:04:00,01-04-00_periodic.jpg,periodic,0.0664
3885.000,01:04:45,01-04-45_changed.jpg,changed,0.0773
3900.000,01:05:00,01-05-00_changed.jpg,changed,0.0950
3930.000,01:05:30,01-05-30_changed.jpg,changed,0.2290
3960.000,01:06:00,01-06-00_changed.jpg,changed,0.1107
3975.000,01:06:15,01-06-15_changed.jpg,changed,0.2334
3990.000,01:06:30,01-06-30_changed.jpg,changed,0.2268
4005.000,01:06:45,01-06-45_changed.jpg,changed,0.0781
4020.000,01:07:00,01-07-00_changed.jpg,changed,0.2393
4185.000,01:09:45,01-09-45_changed.jpg,changed,0.0895
4305.000,01:11:45,01-11-45_changed.jpg,changed,0.0754
4455.000,01:14:15,01-14-15_changed.jpg,changed,0.1086
4530.000,01:15:30,01-15-30_changed.jpg,changed,0.0962
4545.000,01:15:45,01-15-45_changed.jpg,changed,0.2286
4725.000,01:18:45,01-18-45_periodic.jpg,periodic,0.0619
4815.000,01:20:15,01-20-15_changed.jpg,changed,0.2118
4890.000,01:21:30,01-21-30_changed.jpg,changed,0.0949
4905.000,01:21:45,01-21-45_changed.jpg,changed,0.1110
5070.000,01:24:30,01-24-30_changed.jpg,changed,0.1031
5145.000,01:25:45,01-25-45_changed.jpg,changed,0.0770
5205.000,01:26:45,01-26-45_changed.jpg,changed,0.0930
5340.000,01:29:00,01-29-00_changed.jpg,changed,0.0770
5355.000,01:29:15,01-29-15_changed.jpg,changed,0.0773
5370.000,01:29:30,01-29-30_changed.jpg,changed,0.2291
5385.000,01:29:45,01-29-45_changed.jpg,changed,0.2201
5415.000,01:30:15,01-30-15_changed.jpg,changed,0.0751
5475.000,01:31:15,01-31-15_changed.jpg,changed,0.2258
5550.000,01:32:30,01-32-30_changed.jpg,changed,0.2264
5610.000,01:33:30,01-33-30_changed.jpg,changed,0.0813
5775.000,01:36:15,01-36-15_changed.jpg,changed,0.1039
5790.000,01:36:30,01-36-30_changed.jpg,changed,0.0795
5850.000,01:37:30,01-37-30_changed.jpg,changed,0.0879
5880.000,01:38:00,01-38-00_changed.jpg,changed,0.0981
5925.000,01:38:45,01-38-45_changed.jpg,changed,0.2409
6105.000,01:41:45,01-41-45_periodic.jpg,periodic,0.0449
6135.000,01:42:15,01-42-15_changed.jpg,changed,0.2678
6150.000,01:42:30,01-42-30_changed.jpg,changed,0.1673
6165.000,01:42:45,01-42-45_changed.jpg,changed,0.3093
6345.000,01:45:45,01-45-45_periodic.jpg,periodic,0.0617
