seconds,timecode,file,reason,diff
0.000,00:00:00,00-00-00_changed.jpg,changed,1.0000
15.000,00:00:15,00-00-15_changed.jpg,changed,0.2083
30.000,00:00:30,00-00-30_changed.jpg,changed,0.3541
45.000,00:00:45,00-00-45_changed.jpg,changed,0.0754
75.000,00:01:15,00-01-15_changed.jpg,changed,0.0825
240.000,00:04:00,00-04-00_changed.jpg,changed,0.0975
420.000,00:07:00,00-07-00_periodic.jpg,periodic,0.0573
510.000,00:08:30,00-08-30_changed.jpg,changed,0.0879
525.000,00:08:45,00-08-45_changed.jpg,changed,0.0924
570.000,00:09:30,00-09-30_changed.jpg,changed,0.0830
735.000,00:12:15,00-12-15_changed.jpg,changed,0.0752
915.000,00:15:15,00-15-15_periodic.jpg,periodic,0.0251
1095.000,00:18:15,00-18-15_periodic.jpg,periodic,0.0145
1275.000,00:21:15,00-21-15_periodic.jpg,periodic,0.0231
1350.000,00:22:30,00-22-30_changed.jpg,changed,0.0751
1365.000,00:22:45,00-22-45_changed.jpg,changed,0.6925
1380.000,00:23:00,00-23-00_changed.jpg,changed,0.6951
1470.000,00:24:30,00-24-30_changed.jpg,changed,0.0829
1650.000,00:27:30,00-27-30_periodic.jpg,periodic,0.0527
1815.000,00:30:15,00-30-15_changed.jpg,changed,0.1602
1830.000,00:30:30,00-30-30_changed.jpg,changed,0.1488
1845.000,00:30:45,00-30-45_changed.jpg,changed,0.0811
2010.000,00:33:30,00-33-30_changed.jpg,changed,0.0805
2115.000,00:35:15,00-35-15_changed.jpg,changed,0.0767
2220.000,00:37:00,00-37-00_changed.jpg,changed,0.0751
2265.000,00:37:45,00-37-45_changed.jpg,changed,0.0880
2325.000,00:38:45,00-38-45_changed.jpg,changed,0.0882
2355.000,00:39:15,00-39-15_changed.jpg,changed,0.0819
2430.000,00:40:30,00-40-30_changed.jpg,changed,0.0768
2550.000,00:42:30,00-42-30_changed.jpg,changed,0.0757
2565.000,00:42:45,00-42-45_changed.jpg,changed,0.0897
2745.000,00:45:45,00-45-45_periodic.jpg,periodic,0.0642
2925.000,00:48:45,00-48-45_periodic.jpg,periodic,0.0315
3105.000,00:51:45,00-51-45_periodic.jpg,periodic,0.0391
3195.000,00:53:15,00-53-15_changed.jpg,changed,0.1499
3210.000,00:53:30,00-53-30_changed.jpg,changed,0.1454
3390.000,00:56:30,00-56-30_periodic.jpg,periodic,0.0683
3570.000,00:59:30,00-59-30_periodic.jpg,periodic,0.0525
3750.000,01:02:30,01-02-30_periodic.jpg,periodic,0.0499
3930.000,01:05:30,01-05-30_periodic.jpg,periodic,0.0545
3960.000,01:06:00,01-06-00_changed.jpg,changed,0.1021
4140.000,01:09:00,01-09-00_periodic.jpg,periodic,0.0726
4170.000,01:09:30,01-09-30_changed.jpg,changed,0.0819
4350.000,01:12:30,01-12-30_changed.jpg,changed,0.1595
4365.000,01:12:45,01-12-45_changed.jpg,changed,0.1615
4395.000,01:13:15,01-13-15_changed.jpg,changed,0.0944
4440.000,01:14:00,01-14-00_changed.jpg,changed,0.1063
4620.000,01:17:00,01-17-00_periodic.jpg,periodic,0.0279
4665.000,01:17:45,01-17-45_changed.jpg,changed,0.0849
4845.000,01:20:45,01-20-45_periodic.jpg,periodic,0.0580
5025.000,01:23:45,01-23-45_periodic.jpg,periodic,0.0404
5205.000,01:26:45,01-26-45_periodic.jpg,periodic,0.0480
5385.000,01:29:45,01-29-45_periodic.jpg,periodic,0.0651
5475.000,01:31:15,01-31-15_changed.jpg,changed,0.0753
5655.000,01:34:15,01-34-15_periodic.jpg,periodic,0.0591
5730.000,01:35:30,01-35-30_changed.jpg,changed,0.1583
5745.000,01:35:45,01-35-45_changed.jpg,changed,0.1450
5790.000,01:36:30,01-36-30_changed.jpg,changed,0.0905
5970.000,01:39:30,01-39-30_periodic.jpg,periodic,0.0450
6135.000,01:42:15,01-42-15_changed.jpg,changed,0.0892
6255.000,01:44:15,01-44-15_changed.jpg,changed,0.0950
6270.000,01:44:30,01-44-30_changed.jpg,changed,0.0799
6450.000,01:47:30,01-47-30_periodic.jpg,periodic,0.0441
6525.000,01:48:45,01-48-45_changed.jpg,changed,0.1081
6540.000,01:49:00,01-49-00_changed.jpg,changed,0.1073
6720.000,01:52:00,01-52-00_periodic.jpg,periodic,0.0475
6735.000,01:52:15,01-52-15_changed.jpg,changed,0.0889
6750.000,01:52:30,01-52-30_changed.jpg,changed,0.0886
6765.000,01:52:45,01-52-45_changed.jpg,changed,0.3968
6780.000,01:53:00,01-53-00_changed.jpg,changed,0.3992
6960.000,01:56:00,01-56-00_periodic.jpg,periodic,0.0380
7140.000,01:59:00,01-59-00_periodic.jpg,periodic,0.0001
7320.000,02:02:00,02-02-00_periodic.jpg,periodic,0.0001
7500.000,02:05:00,02-05-00_periodic.jpg,periodic,0.0000
7680.000,02:08:00,02-08-00_periodic.jpg,periodic,0.0000
7860.000,02:11:00,02-11-00_periodic.jpg,periodic,0.0001
8040.000,02:14:00,02-14-00_periodic.jpg,periodic,0.0001
8220.000,02:17:00,02-17-00_periodic.jpg,periodic,0.0000
8340.000,02:19:00,02-19-00_changed.jpg,changed,0.0838
8400.000,02:20:00,02-20-00_changed.jpg,changed,0.0886
8430.000,02:20:30,02-20-30_changed.jpg,changed,0.0785
8610.000,02:23:30,02-23-30_periodic.jpg,periodic,0.0512
8790.000,02:26:30,02-26-30_periodic.jpg,periodic,0.0251
8925.000,02:28:45,02-28-45_changed.jpg,changed,0.0786
8985.000,02:29:45,02-29-45_changed.jpg,changed,0.0825
9015.000,02:30:15,02-30-15_changed.jpg,changed,0.0823
9060.000,02:31:00,02-31-00_changed.jpg,changed,0.0947
9120.000,02:32:00,02-32-00_changed.jpg,changed,0.0883
9135.000,02:32:15,02-32-15_changed.jpg,changed,0.0819
9195.000,02:33:15,02-33-15_changed.jpg,changed,0.0786
9345.000,02:35:45,02-35-45_changed.jpg,changed,0.0751
9390.000,02:36:30,02-36-30_changed.jpg,changed,0.0794
9405.000,02:36:45,02-36-45_changed.jpg,changed,0.0816
9510.000,02:38:30,02-38-30_changed.jpg,changed,0.0809
9690.000,02:41:30,02-41-30_periodic.jpg,periodic,0.0369
9840.000,02:44:00,02-44-00_changed.jpg,changed,0.0825
9855.000,02:44:15,02-44-15_changed.jpg,changed,0.1173
9960.000,02:46:00,02-46-00_changed.jpg,changed,0.1583
9975.000,02:46:15,02-46-15_changed.jpg,changed,0.1522
10005.000,02:46:45,02-46-45_changed.jpg,changed,0.0889
10020.000,02:47:00,02-47-00_changed.jpg,changed,0.0949
10095.000,02:48:15,02-48-15_changed.jpg,changed,0.0935
10110.000,02:48:30,02-48-30_changed.jpg,changed,0.0801
10290.000,02:51:30,02-51-30_periodic.jpg,periodic,0.0449
10350.000,02:52:30,02-52-30_changed.jpg,changed,0.0756
10380.000,02:53:00,02-53-00_changed.jpg,changed,0.0805
