seconds,timecode,file,reason,diff
0.000,00:00:00,00-00-00_changed.jpg,changed,1.0000
15.000,00:00:15,00-00-15_changed.jpg,changed,0.4829
30.000,00:00:30,00-00-30_changed.jpg,changed,0.4823
45.000,00:00:45,00-00-45_changed.jpg,changed,0.2592
60.000,00:01:00,00-01-00_changed.jpg,changed,0.3151
180.000,00:03:00,00-03-00_changed.jpg,changed,0.4401
360.000,00:06:00,00-06-00_periodic.jpg,periodic,0.0485
540.000,00:09:00,00-09-00_periodic.jpg,periodic,0.0424
720.000,00:12:00,00-12-00_periodic.jpg,periodic,0.0415
900.000,00:15:00,00-15-00_periodic.jpg,periodic,0.0421
1080.000,00:18:00,00-18-00_periodic.jpg,periodic,0.0540
1260.000,00:21:00,00-21-00_periodic.jpg,periodic,0.0596
1440.000,00:24:00,00-24-00_periodic.jpg,periodic,0.0501
1470.000,00:24:30,00-24-30_changed.jpg,changed,0.2405
1650.000,00:27:30,00-27-30_periodic.jpg,periodic,0.0704
1725.000,00:28:45,00-28-45_changed.jpg,changed,0.0809
1785.000,00:29:45,00-29-45_changed.jpg,changed,0.0835
1965.000,00:32:45,00-32-45_periodic.jpg,periodic,0.0346
2145.000,00:35:45,00-35-45_periodic.jpg,periodic,0.0518
2160.000,00:36:00,00-36-00_changed.jpg,changed,0.0976
2175.000,00:36:15,00-36-15_changed.jpg,changed,0.2926
2205.000,00:36:45,00-36-45_changed.jpg,changed,0.3398
2385.000,00:39:45,00-39-45_periodic.jpg,periodic,0.0659
2565.000,00:42:45,00-42-45_periodic.jpg,periodic,0.0503
2745.000,00:45:45,00-45-45_periodic.jpg,periodic,0.0359
2835.000,00:47:15,00-47-15_changed.jpg,changed,0.1065
2865.000,00:47:45,00-47-45_changed.jpg,changed,0.1141
2985.000,00:49:45,00-49-45_changed.jpg,changed,0.1196
3015.000,00:50:15,00-50-15_changed.jpg,changed,0.0855
3195.000,00:53:15,00-53-15_periodic.jpg,periodic,0.0475
3375.000,00:56:15,00-56-15_periodic.jpg,periodic,0.0483
3555.000,00:59:15,00-59-15_periodic.jpg,periodic,0.0428
3615.000,01:00:15,01-00-15_changed.jpg,changed,0.0751
3795.000,01:03:15,01-03-15_periodic.jpg,periodic,0.0622
3975.000,01:06:15,01-06-15_periodic.jpg,periodic,0.0341
4155.000,01:09:15,01-09-15_periodic.jpg,periodic,0.0346
4335.000,01:12:15,01-12-15_periodic.jpg,periodic,0.0458
4425.000,01:13:45,01-13-45_changed.jpg,changed,0.4084
4455.000,01:14:15,01-14-15_changed.jpg,changed,0.4379
4485.000,01:14:45,01-14-45_changed.jpg,changed,0.1078
4500.000,01:15:00,01-15-00_changed.jpg,changed,0.1098
4515.000,01:15:15,01-15-15_changed.jpg,changed,0.3896
4530.000,01:15:30,01-15-30_changed.jpg,changed,0.1711
4545.000,01:15:45,01-15-45_changed.jpg,changed,0.2835
4560.000,01:16:00,01-16-00_changed.jpg,changed,0.2765
4590.000,01:16:30,01-16-30_changed.jpg,changed,0.3253
4605.000,01:16:45,01-16-45_changed.jpg,changed,0.3290
4620.000,01:17:00,01-17-00_changed.jpg,changed,0.3328
4635.000,01:17:15,01-17-15_changed.jpg,changed,0.1182
4650.000,01:17:30,01-17-30_changed.jpg,changed,0.1352
4665.000,01:17:45,01-17-45_changed.jpg,changed,0.3230
4710.000,01:18:30,01-18-30_changed.jpg,changed,0.3210
4770.000,01:19:30,01-19-30_changed.jpg,changed,0.3505
4800.000,01:20:00,01-20-00_changed.jpg,changed,0.3911
4950.000,01:22:30,01-22-30_changed.jpg,changed,0.3357
4980.000,01:23:00,01-23-00_changed.jpg,changed,0.3329
5010.000,01:23:30,01-23-30_changed.jpg,changed,0.3826
5040.000,01:24:00,01-24-00_changed.jpg,changed,0.0793
5055.000,01:24:15,01-24-15_changed.jpg,changed,0.1024
5085.000,01:24:45,01-24-45_changed.jpg,changed,0.0959
5175.000,01:26:15,01-26-15_changed.jpg,changed,0.1024
5235.000,01:27:15,01-27-15_changed.jpg,changed,0.4133
5415.000,01:30:15,01-30-15_periodic.jpg,periodic,0.0737
5595.000,01:33:15,01-33-15_periodic.jpg,periodic,0.0493
5655.000,01:34:15,01-34-15_changed.jpg,changed,0.3720
5685.000,01:34:45,01-34-45_changed.jpg,changed,0.0924
5700.000,01:35:00,01-35-00_changed.jpg,changed,0.1220
5715.000,01:35:15,01-35-15_changed.jpg,changed,0.0792
5730.000,01:35:30,01-35-30_changed.jpg,changed,0.4125
5910.000,01:38:30,01-38-30_periodic.jpg,periodic,0.0313
5940.000,01:39:00,01-39-00_changed.jpg,changed,0.3754
5955.000,01:39:15,01-39-15_changed.jpg,changed,0.3753
5970.000,01:39:30,01-39-30_changed.jpg,changed,0.3719
6000.000,01:40:00,01-40-00_changed.jpg,changed,0.3687
6030.000,01:40:30,01-40-30_changed.jpg,changed,0.0817
6195.000,01:43:15,01-43-15_changed.jpg,changed,0.1102
6240.000,01:44:00,01-44-00_changed.jpg,changed,0.0816
6390.000,01:46:30,01-46-30_changed.jpg,changed,0.3720
6405.000,01:46:45,01-46-45_changed.jpg,changed,0.3713
6435.000,01:47:15,01-47-15_changed.jpg,changed,0.1283
6465.000,01:47:45,01-47-45_changed.jpg,changed,0.0881
6480.000,01:48:00,01-48-00_changed.jpg,changed,0.0793
6495.000,01:48:15,01-48-15_changed.jpg,changed,0.1120
6615.000,01:50:15,01-50-15_changed.jpg,changed,0.0834
6705.000,01:51:45,01-51-45_changed.jpg,changed,0.0770
6855.000,01:54:15,01-54-15_changed.jpg,changed,0.2677
6870.000,01:54:30,01-54-30_changed.jpg,changed,0.2652
6885.000,01:54:45,01-54-45_changed.jpg,changed,0.0779
6915.000,01:55:15,01-55-15_changed.jpg,changed,0.0771
7095.000,01:58:15,01-58-15_periodic.jpg,periodic,0.0357
7275.000,02:01:15,02-01-15_periodic.jpg,periodic,0.0504
7455.000,02:04:15,02-04-15_periodic.jpg,periodic,0.0385
7470.000,02:04:30,02-04-30_changed.jpg,changed,0.1041
7515.000,02:05:15,02-05-15_changed.jpg,changed,0.2096
7665.000,02:07:45,02-07-45_changed.jpg,changed,0.0760
7695.000,02:08:15,02-08-15_changed.jpg,changed,0.0791
7860.000,02:11:00,02-11-00_changed.jpg,changed,0.1164
7920.000,02:12:00,02-12-00_changed.jpg,changed,0.0812
8010.000,02:13:30,02-13-30_changed.jpg,changed,0.2128
8025.000,02:13:45,02-13-45_changed.jpg,changed,0.2151
8040.000,02:14:00,02-14-00_changed.jpg,changed,0.2146
8055.000,02:14:15,02-14-15_changed.jpg,changed,0.2136
8130.000,02:15:30,02-15-30_changed.jpg,changed,0.2288
8145.000,02:15:45,02-15-45_changed.jpg,changed,0.4420
8160.000,02:16:00,02-16-00_changed.jpg,changed,0.1582
8175.000,02:16:15,02-16-15_changed.jpg,changed,0.3503
8205.000,02:16:45,02-16-45_changed.jpg,changed,0.3999
8220.000,02:17:00,02-17-00_changed.jpg,changed,0.4116
8295.000,02:18:15,02-18-15_changed.jpg,changed,0.0765
8310.000,02:18:30,02-18-30_changed.jpg,changed,0.3844
8340.000,02:19:00,02-19-00_changed.jpg,changed,0.3843
8355.000,02:19:15,02-19-15_changed.jpg,changed,0.4290
8400.000,02:20:00,02-20-00_changed.jpg,changed,0.0815
8445.000,02:20:45,02-20-45_changed.jpg,changed,0.0759
8505.000,02:21:45,02-21-45_changed.jpg,changed,0.0884
8520.000,02:22:00,02-22-00_changed.jpg,changed,0.3272
8535.000,02:22:15,02-22-15_changed.jpg,changed,0.3566
8595.000,02:23:15,02-23-15_changed.jpg,changed,0.1047
8625.000,02:23:45,02-23-45_changed.jpg,changed,0.1210
8655.000,02:24:15,02-24-15_changed.jpg,changed,0.3816
8685.000,02:24:45,02-24-45_changed.jpg,changed,0.0771
8760.000,02:26:00,02-26-00_changed.jpg,changed,0.0767
8895.000,02:28:15,02-28-15_changed.jpg,changed,0.0858
9075.000,02:31:15,02-31-15_periodic.jpg,periodic,0.0465
9120.000,02:32:00,02-32-00_changed.jpg,changed,0.0787
9135.000,02:32:15,02-32-15_changed.jpg,changed,0.3628
9210.000,02:33:30,02-33-30_changed.jpg,changed,0.0859
9225.000,02:33:45,02-33-45_changed.jpg,changed,0.4161
9240.000,02:34:00,02-34-00_changed.jpg,changed,0.0853
9255.000,02:34:15,02-34-15_changed.jpg,changed,0.3993
9270.000,02:34:30,02-34-30_changed.jpg,changed,0.1043
9450.000,02:37:30,02-37-30_periodic.jpg,periodic,0.0482
9480.000,02:38:00,02-38-00_changed.jpg,changed,0.3488
9495.000,02:38:15,02-38-15_changed.jpg,changed,0.3469
9675.000,02:41:15,02-41-15_periodic.jpg,periodic,0.0650
9795.000,02:43:15,02-43-15_changed.jpg,changed,0.3804
9810.000,02:43:30,02-43-30_changed.jpg,changed,0.0790
9840.000,02:44:00,02-44-00_changed.jpg,changed,0.0767
9870.000,02:44:30,02-44-30_changed.jpg,changed,0.0828
9915.000,02:45:15,02-45-15_changed.jpg,changed,0.0775
9930.000,02:45:30,02-45-30_changed.jpg,changed,0.0771
9960.000,02:46:00,02-46-00_changed.jpg,changed,0.0846
9975.000,02:46:15,02-46-15_changed.jpg,changed,0.4161
9990.000,02:46:30,02-46-30_changed.jpg,changed,0.4164
10035.000,02:47:15,02-47-15_changed.jpg,changed,0.0821
10140.000,02:49:00,02-49-00_changed.jpg,changed,0.0759
10200.000,02:50:00,02-50-00_changed.jpg,changed,0.0878
10275.000,02:51:15,02-51-15_changed.jpg,changed,0.0831
10290.000,02:51:30,02-51-30_changed.jpg,changed,0.0908
10305.000,02:51:45,02-51-45_changed.jpg,changed,0.4142
10320.000,02:52:00,02-52-00_changed.jpg,changed,0.0882
10500.000,02:55:00,02-55-00_periodic.jpg,periodic,0.0507
10680.000,02:58:00,02-58-00_periodic.jpg,periodic,0.0506
10725.000,02:58:45,02-58-45_changed.jpg,changed,0.0825
10800.000,03:00:00,03-00-00_changed.jpg,changed,0.3589
10830.000,03:00:30,03-00-30_changed.jpg,changed,0.3625
10980.000,03:03:00,03-03-00_changed.jpg,changed,0.1172
11010.000,03:03:30,03-03-30_changed.jpg,changed,0.1152
11085.000,03:04:45,03-04-45_changed.jpg,changed,0.3831
11160.000,03:06:00,03-06-00_changed.jpg,changed,0.4293
11190.000,03:06:30,03-06-30_changed.jpg,changed,0.0926
11220.000,03:07:00,03-07-00_changed.jpg,changed,0.2568
11400.000,03:10:00,03-10-00_periodic.jpg,periodic,0.0475
11430.000,03:10:30,03-10-30_changed.jpg,changed,0.2347
11505.000,03:11:45,03-11-45_changed.jpg,changed,0.3083
11520.000,03:12:00,03-12-00_changed.jpg,changed,0.1075
11565.000,03:12:45,03-12-45_changed.jpg,changed,0.2099
11610.000,03:13:30,03-13-30_changed.jpg,changed,0.0752
11655.000,03:14:15,03-14-15_changed.jpg,changed,0.0896
11700.000,03:15:00,03-15-00_changed.jpg,changed,0.2628
11715.000,03:15:15,03-15-15_changed.jpg,changed,0.2595
11730.000,03:15:30,03-15-30_changed.jpg,changed,0.2928
11760.000,03:16:00,03-16-00_changed.jpg,changed,0.0828
11850.000,03:17:30,03-17-30_changed.jpg,changed,0.2131
11880.000,03:18:00,03-18-00_changed.jpg,changed,0.1098
11895.000,03:18:15,03-18-15_changed.jpg,changed,0.0914
11955.000,03:19:15,03-19-15_changed.jpg,changed,0.0828
11970.000,03:19:30,03-19-30_changed.jpg,changed,0.2469
12060.000,03:21:00,03-21-00_changed.jpg,changed,0.3647
12075.000,03:21:15,03-21-15_changed.jpg,changed,0.2321
12090.000,03:21:30,03-21-30_changed.jpg,changed,0.3283
12255.000,03:24:15,03-24-15_changed.jpg,changed,0.0872
12390.000,03:26:30,03-26-30_changed.jpg,changed,0.2040
12420.000,03:27:00,03-27-00_changed.jpg,changed,0.0853
12435.000,03:27:15,03-27-15_changed.jpg,changed,0.1580
12450.000,03:27:30,03-27-30_changed.jpg,changed,0.1149
12495.000,03:28:15,03-28-15_changed.jpg,changed,0.0771
12540.000,03:29:00,03-29-00_changed.jpg,changed,0.0787
12630.000,03:30:30,03-30-30_changed.jpg,changed,0.0798
12735.000,03:32:15,03-32-15_changed.jpg,changed,0.0752
12840.000,03:34:00,03-34-00_changed.jpg,changed,0.0750
12900.000,03:35:00,03-35-00_changed.jpg,changed,0.2781
12915.000,03:35:15,03-35-15_changed.jpg,changed,0.2739
12945.000,03:35:45,03-35-45_changed.jpg,changed,0.0817
12960.000,03:36:00,03-36-00_changed.jpg,changed,0.2562
12975.000,03:36:15,03-36-15_changed.jpg,changed,0.2729
13110.000,03:38:30,03-38-30_changed.jpg,changed,0.0866
13185.000,03:39:45,03-39-45_changed.jpg,changed,0.2718
13215.000,03:40:15,03-40-15_changed.jpg,changed,0.0771
13260.000,03:41:00,03-41-00_changed.jpg,changed,0.2303
13410.000,03:43:30,03-43-30_changed.jpg,changed,0.2778
13425.000,03:43:45,03-43-45_changed.jpg,changed,0.0911
13470.000,03:44:30,03-44-30_changed.jpg,changed,0.0924
13485.000,03:44:45,03-44-45_changed.jpg,changed,0.0938
13560.000,03:46:00,03-46-00_changed.jpg,changed,0.1123
13590.000,03:46:30,03-46-30_changed.jpg,changed,0.2637
13605.000,03:46:45,03-46-45_changed.jpg,changed,0.2126
13665.000,03:47:45,03-47-45_changed.jpg,changed,0.2161
13680.000,03:48:00,03-48-00_changed.jpg,changed,0.2628
13725.000,03:48:45,03-48-45_changed.jpg,changed,0.2627
13770.000,03:49:30,03-49-30_changed.jpg,changed,0.2677
13860.000,03:51:00,03-51-00_changed.jpg,changed,0.0931
13890.000,03:51:30,03-51-30_changed.jpg,changed,0.2388
13965.000,03:52:45,03-52-45_changed.jpg,changed,0.2769
13980.000,03:53:00,03-53-00_changed.jpg,changed,0.2662
14040.000,03:54:00,03-54-00_changed.jpg,changed,0.0871
14085.000,03:54:45,03-54-45_changed.jpg,changed,0.2326
14100.000,03:55:00,03-55-00_changed.jpg,changed,0.2101
14115.000,03:55:15,03-55-15_changed.jpg,changed,0.2090
14295.000,03:58:15,03-58-15_periodic.jpg,periodic,0.0529
14325.000,03:58:45,03-58-45_changed.jpg,changed,0.2054
14355.000,03:59:15,03-59-15_changed.jpg,changed,0.1620
14535.000,04:02:15,04-02-15_periodic.jpg,periodic,0.0416
14715.000,04:05:15,04-05-15_periodic.jpg,periodic,0.0543
14895.000,04:08:15,04-08-15_periodic.jpg,periodic,0.0334
14985.000,04:09:45,04-09-45_changed.jpg,changed,0.2056
15165.000,04:12:45,04-12-45_periodic.jpg,periodic,0.0190
15315.000,04:15:15,04-15-15_changed.jpg,changed,0.2224
15345.000,04:15:45,04-15-45_changed.jpg,changed,0.2224
15390.000,04:16:30,04-16-30_changed.jpg,changed,0.2226
15570.000,04:19:30,04-19-30_periodic.jpg,periodic,0.0390
15750.000,04:22:30,04-22-30_periodic.jpg,periodic,0.0735
15870.000,04:24:30,04-24-30_changed.jpg,changed,0.0877
16050.000,04:27:30,04-27-30_periodic.jpg,periodic,0.0487
16230.000,04:30:30,04-30-30_periodic.jpg,periodic,0.0419
16410.000,04:33:30,04-33-30_periodic.jpg,periodic,0.0425
16590.000,04:36:30,04-36-30_periodic.jpg,periodic,0.0434
16650.000,04:37:30,04-37-30_changed.jpg,changed,0.2315
16680.000,04:38:00,04-38-00_changed.jpg,changed,0.2727
16695.000,04:38:15,04-38-15_changed.jpg,changed,0.0890
16875.000,04:41:15,04-41-15_periodic.jpg,periodic,0.0547
17055.000,04:44:15,04-44-15_periodic.jpg,periodic,0.0602
17235.000,04:47:15,04-47-15_periodic.jpg,periodic,0.0597
17400.000,04:50:00,04-50-00_changed.jpg,changed,0.1516
17520.000,04:52:00,04-52-00_changed.jpg,changed,0.2616
17535.000,04:52:15,04-52-15_changed.jpg,changed,0.2610
17565.000,04:52:45,04-52-45_changed.jpg,changed,0.0793
17625.000,04:53:45,04-53-45_changed.jpg,changed,0.3620
17760.000,04:56:00,04-56-00_changed.jpg,changed,0.5574
